time,open,high,low,close,Volume,Volume MA
2003-04-10 21:00:00,238.5,239.25,238.25,239.25,212.0,212.0
2003-04-13 21:00:00,239.25,240.5,239.25,239.25,112.0,112.0
2003-04-14 21:00:00,239.25,241.75,239.25,241.75,278.0,278.0
2003-04-15 21:00:00,241.75,242.5,239.25,239.25,242.0,242.0
2003-04-16 21:00:00,239.25,240.75,238.25,240.75,175.0,175.0
2003-04-20 21:00:00,240.5,240.5,238.75,238.75,160.0,160.0
2003-04-21 21:00:00,238.75,239.25,238.5,238.75,159.0,159.0
2003-04-22 21:00:00,238.75,239.0,238.75,238.75,281.0,281.0
2003-04-23 21:00:00,238.5,239.5,237.25,237.25,237.0,237.0
2003-04-24 21:00:00,237.0,237.25,234.75,234.75,339.0,339.0
2003-04-27 21:00:00,234.75,235.25,231.75,231.75,109.0,109.0
2003-04-28 21:00:00,232.0,233.0,231.75,231.75,206.0,206.0
2003-04-29 21:00:00,231.5,232.0,231.25,231.25,375.0,375.0
2003-04-30 21:00:00,231.0,231.5,230.5,231.5,113.0,113.0
2003-05-01 21:00:00,231.5,232.5,231.5,232.5,628.0,628.0
2003-05-04 21:00:00,233.5,237.25,233.5,237.25,860.0,860.0
2003-05-05 21:00:00,236.0,237.5,235.5,237.5,577.0,577.0
2003-05-06 21:00:00,237.5,242.5,237.5,242.5,644.0,644.0
2003-05-07 21:00:00,242.0,242.5,241.5,242.5,709.0,709.0
2003-05-08 21:00:00,242.5,252.0,241.75,252.0,3820.0,3820.0
2003-05-11 21:00:00,248.75,252.25,248.25,252.25,1241.0,1241.0
2003-05-12 21:00:00,252.0,252.75,251.0,252.75,1241.0,1241.0
2003-05-13 21:00:00,252.25,253.0,252.25,252.75,333.0,333.0
2003-05-14 21:00:00,251.0,255.75,251.0,255.75,677.0,677.0
2003-05-15 21:00:00,255.0,255.5,254.0,254.25,1110.0,1110.0
2003-05-18 21:00:00,252.25,252.5,246.75,246.75,477.0,477.0
2003-05-19 21:00:00,246.75,247.25,246.0,246.75,280.0,280.0
2003-05-20 21:00:00,246.75,247.75,245.5,245.5,187.0,187.0
2003-05-21 21:00:00,245.5,246.0,243.75,243.75,366.0,366.0
2003-05-22 21:00:00,243.75,244.5,243.5,243.75,1004.0,1004.0
2003-05-26 21:00:00,243.0,243.0,240.25,242.0,330.0,330.0
2003-05-27 21:00:00,242.25,243.75,241.25,241.25,505.0,505.0
2003-05-28 21:00:00,241.0,245.0,240.5,245.0,284.0,284.0
2003-05-29 21:00:00,245.0,245.5,244.25,244.25,535.0,535.0
2003-06-01 21:00:00,243.25,243.25,241.5,241.5,829.0,829.0
2003-06-02 21:00:00,240.75,240.75,239.5,240.0,202.0,202.0
2003-06-03 21:00:00,239.75,240.25,237.5,237.5,202.0,202.0
2003-06-04 21:00:00,237.5,238.5,235.75,235.75,270.0,270.0
2003-06-05 21:00:00,235.75,238.75,235.75,238.75,270.0,270.0
2003-06-08 21:00:00,236.25,237.25,236.0,236.25,368.0,368.0
2003-06-09 21:00:00,236.0,239.25,236.0,239.25,368.0,368.0
2003-06-10 21:00:00,238.5,244.0,238.5,244.0,304.0,304.0
2003-06-11 21:00:00,243.75,247.0,243.5,247.0,462.0,462.0
2003-06-12 21:00:00,246.0,246.25,241.75,241.75,649.0,649.0
2003-06-15 21:00:00,240.5,241.0,239.25,240.5,461.0,461.0
2003-06-16 21:00:00,239.75,242.0,239.25,242.0,347.0,347.0
2003-06-17 21:00:00,242.0,244.25,242.0,244.25,609.0,609.0
2003-06-18 21:00:00,244.0,245.5,244.0,244.5,214.0,214.0
2003-06-19 21:00:00,243.5,243.5,241.5,242.75,214.0,214.0
2003-06-22 21:00:00,242.0,242.5,239.5,239.5,491.0,491.0
2003-06-23 21:00:00,239.5,240.0,239.0,239.25,379.0,379.0
2003-06-24 21:00:00,239.25,239.75,238.75,238.75,1285.0,1285.0
2003-06-25 21:00:00,238.5,238.5,233.0,233.0,373.0,373.0
2003-06-26 21:00:00,233.5,234.0,233.0,233.5,373.0,373.0
2003-06-29 21:00:00,229.25,229.75,223.75,223.75,367.0,367.0
2003-06-30 21:00:00,224.0,225.25,223.5,225.25,186.0,186.0
2003-07-01 21:00:00,225.25,225.5,223.25,223.25,406.0,406.0
2003-07-02 21:00:00,223.25,225.0,222.25,222.25,1399.0,1399.0
2003-07-06 21:00:00,220.5,221.0,218.5,219.5,327.0,327.0
2003-07-07 21:00:00,220.0,223.25,220.0,223.25,674.0,674.0
2003-07-08 21:00:00,223.25,225.0,220.75,220.75,883.0,883.0
2003-07-09 21:00:00,221.0,221.5,215.0,215.0,165.0,165.0
2003-07-10 21:00:00,215.0,215.0,213.25,213.25,365.0,365.0
2003-07-13 21:00:00,213.0,214.5,212.0,212.0,453.0,453.0
2003-07-14 21:00:00,211.5,212.75,208.5,208.5,297.0,297.0
2003-07-15 21:00:00,208.5,208.75,208.0,208.0,202.0,202.0
2003-07-16 21:00:00,208.0,209.0,207.25,207.25,273.0,273.0
2003-07-17 21:00:00,207.0,207.25,206.0,206.0,399.0,399.0
2003-07-20 21:00:00,206.0,208.25,206.0,208.25,482.0,482.0
2003-07-21 21:00:00,208.0,209.5,208.0,208.5,305.0,305.0
2003-07-22 21:00:00,208.25,209.0,205.5,205.5,509.0,509.0
2003-07-23 21:00:00,205.5,206.5,205.5,205.5,161.0,161.0
2003-07-24 21:00:00,205.5,206.5,205.0,206.5,330.0,330.0
2003-07-27 21:00:00,207.0,209.75,207.0,209.75,600.0,600.0
2003-07-28 21:00:00,210.25,212.0,210.0,210.0,144.0,144.0
2003-07-29 21:00:00,210.0,210.0,207.75,207.75,205.0,205.0
2003-07-30 21:00:00,207.75,208.5,206.0,206.0,205.0,205.0
2003-07-31 21:00:00,206.0,207.0,206.0,206.75,252.0,252.0
2003-08-03 21:00:00,207.25,209.5,206.5,209.5,252.0,252.0
2003-08-04 21:00:00,209.75,211.25,209.5,209.5,243.0,243.0
2003-08-05 21:00:00,209.75,211.5,209.5,211.5,243.0,243.0
2003-08-06 21:00:00,211.5,212.25,211.25,212.25,163.0,163.0
2003-08-07 21:00:00,212.25,213.0,212.25,212.75,151.0,151.0
2003-08-10 21:00:00,212.25,212.25,209.5,209.5,151.0,151.0
2003-08-11 21:00:00,209.0,219.75,209.0,219.75,316.0,316.0
2003-08-12 21:00:00,219.25,220.25,218.75,220.0,169.0,169.0
2003-08-13 21:00:00,219.0,220.5,219.0,220.0,205.0,205.0
2003-08-14 21:00:00,220.0,220.25,219.75,220.25,1565.0,1565.0
2003-08-17 21:00:00,222.0,228.75,222.0,228.75,656.0,656.0
2003-08-18 21:00:00,228.75,228.75,223.0,223.0,324.0,324.0
2003-08-19 21:00:00,223.0,226.75,223.0,226.75,638.0,638.0
2003-08-20 21:00:00,226.5,229.0,224.5,224.5,149.0,149.0
2003-08-21 21:00:00,224.5,226.75,224.0,226.75,360.0,360.0
2003-08-24 21:00:00,227.0,227.75,224.75,227.25,1433.0,1433.0
2003-08-25 21:00:00,231.0,234.5,227.75,227.75,1433.0,1433.0
2003-08-26 21:00:00,227.0,229.0,227.0,229.0,176.0,176.0
2003-08-27 21:00:00,228.75,230.0,228.0,230.0,515.0,515.0
2003-08-28 21:00:00,238.0,241.75,237.25,241.75,1517.0,1517.0
2003-09-01 21:00:00,238.5,240.0,236.5,240.0,711.0,711.0
2003-09-02 21:00:00,241.0,244.25,240.5,244.25,798.0,798.0
2003-09-03 21:00:00,244.0,247.0,243.5,247.0,515.0,515.0
2003-09-04 21:00:00,246.5,247.0,243.0,243.0,609.0,609.0
2003-09-07 21:00:00,242.5,244.25,240.25,240.25,1052.0,1052.0
2003-09-08 21:00:00,240.25,242.75,240.25,242.75,740.0,740.0
2003-09-09 21:00:00,242.5,242.75,241.75,242.25,1088.0,1088.0
2003-09-10 21:00:00,242.0,242.0,233.0,233.0,1301.0,1301.0
2003-09-11 21:00:00,232.75,232.75,228.0,228.0,356.0,356.0
2003-09-14 21:00:00,228.0,228.5,227.0,227.0,679.0,679.0
2003-09-15 21:00:00,227.0,228.25,224.25,224.25,516.0,516.0
2003-09-16 21:00:00,224.0,225.0,223.75,223.75,632.0,632.0
2003-09-17 21:00:00,223.75,224.75,223.75,223.75,400.0,400.0
2003-09-18 21:00:00,223.75,226.0,223.5,226.0,400.0,400.0
2003-09-21 21:00:00,225.5,228.0,225.5,227.75,685.0,685.0
2003-09-22 21:00:00,227.75,227.75,223.75,223.75,850.0,850.0
2003-09-23 21:00:00,223.75,224.25,222.75,224.25,365.0,365.0
2003-09-24 21:00:00,224.25,226.25,224.25,226.25,692.0,692.0
2003-09-25 21:00:00,226.0,227.5,225.0,226.25,786.0,786.0
2003-09-28 21:00:00,226.0,228.0,225.5,226.0,583.0,583.0
2003-09-29 21:00:00,226.0,226.0,220.25,220.25,995.0,995.0
2003-09-30 21:00:00,220.25,220.5,219.5,220.25,1259.0,1259.0
2003-10-01 21:00:00,220.0,223.5,220.0,220.25,1119.0,1119.0
2003-10-02 21:00:00,220.0,223.0,219.75,223.0,655.0,655.0
2003-10-05 21:00:00,221.5,222.0,221.0,221.25,240.0,240.0
2003-10-06 21:00:00,221.0,223.5,221.0,223.5,282.0,282.0
2003-10-07 21:00:00,223.25,224.0,221.5,221.5,168.0,168.0
2003-10-08 21:00:00,221.5,222.0,221.25,221.75,719.0,719.0
2003-10-09 21:00:00,221.25,221.5,216.25,216.25,568.0,568.0
2003-10-12 21:00:00,216.0,217.5,215.5,217.5,812.0,812.0
2003-10-13 21:00:00,217.5,218.5,217.5,218.5,1118.0,1118.0
2003-10-14 21:00:00,218.0,218.5,216.5,216.5,255.0,255.0
2003-10-15 21:00:00,216.25,216.75,214.75,214.75,634.0,634.0
2003-10-16 21:00:00,215.0,215.5,214.25,214.25,688.0,688.0
2003-10-19 21:00:00,214.0,214.5,213.75,213.75,634.0,634.0
2003-10-20 21:00:00,213.5,215.75,213.25,215.75,1271.0,1271.0
2003-10-21 21:00:00,215.0,220.25,215.0,220.25,1670.0,1670.0
2003-10-22 21:00:00,220.25,235.0,220.25,235.0,2714.0,2714.0
2003-10-23 21:00:00,233.5,235.0,233.0,235.0,2487.0,2487.0
2003-10-26 22:00:00,234.75,240.0,234.5,235.25,1449.0,1449.0
2003-10-27 22:00:00,234.5,240.25,233.75,240.25,2720.0,2720.0
