time,open,high,low,close,Volume,Volume MA
2003-04-16 10:30:00,55.325,55.325,55.325,55.325,0.0,0.0
2003-04-17 10:30:00,56.075,56.075,56.075,56.075,0.0,0.0
2003-04-21 10:30:00,56.45,56.45,56.45,56.45,0.0,0.0
2003-04-22 10:30:00,55.8,55.8,55.8,55.8,0.0,0.0
2003-04-23 10:30:00,56.475,56.475,56.475,56.475,0.0,0.0
2003-04-24 10:30:00,56.65,56.675,56.6,56.675,0.0,0.0
2003-04-25 10:30:00,57.3,57.775,57.3,57.775,0.0,0.0
2003-04-28 10:30:00,58.45,58.45,58.45,58.45,0.0,0.0
2003-04-29 10:30:00,58.225,58.225,58.225,58.225,0.0,0.0
2003-04-30 10:30:00,57.6,57.95,57.6,57.95,0.0,0.0
2003-05-01 10:30:00,58.0,58.0,57.8,57.875,0.0,0.0
2003-05-02 10:30:00,58.0,58.45,58.0,58.45,0.0,0.0
2003-05-05 10:30:00,58.7,58.7,58.7,58.7,0.0,0.0
2003-05-06 10:30:00,58.9,58.9,58.9,58.9,0.0,0.0
2003-05-07 10:30:00,58.075,58.075,58.075,58.075,0.0,0.0
2003-05-08 10:30:00,58.7,58.7,58.7,58.7,0.0,0.0
2003-05-09 10:30:00,64.5,65.425,64.5,65.225,0.0,0.0
2003-05-12 10:30:00,65.625,65.625,65.125,65.375,0.0,0.0
2003-05-13 10:30:00,64.925,65.2,64.6,64.6,0.0,0.0
2003-05-14 10:30:00,64.7,65.6,64.675,65.6,0.0,0.0
2003-05-15 10:30:00,64.975,65.025,64.975,65.025,0.0,0.0
2003-05-16 10:30:00,65.95,66.875,65.9,66.875,0.0,0.0
2003-05-19 10:30:00,66.975,67.275,66.975,67.05,0.0,0.0
2003-05-20 10:30:00,66.9,67.55,66.0,66.2,0.0,0.0
2003-05-21 10:30:00,65.325,65.4,65.05,65.125,0.0,0.0
2003-05-22 10:30:00,64.525,64.675,64.375,64.4,0.0,0.0
2003-05-23 10:30:00,63.95,64.1,63.425,63.425,0.0,0.0
2003-05-27 10:30:00,63.275,63.275,62.95,63.075,0.0,0.0
2003-05-28 10:30:00,64.375,64.425,64.075,64.075,0.0,0.0
2003-05-29 10:30:00,64.275,64.275,64.225,64.225,0.0,0.0
2003-05-30 10:30:00,64.025,64.85,63.925,64.85,0.0,0.0
2003-06-02 10:30:00,65.375,65.7,65.35,65.375,0.0,0.0
2003-06-03 10:30:00,65.2,65.2,65.2,65.2,0.0,0.0
2003-06-04 10:30:00,65.425,65.925,65.425,65.925,0.0,0.0
2003-06-05 10:30:00,65.425,65.425,65.425,65.425,0.0,0.0
2003-06-06 10:30:00,66.0,66.175,66.0,66.175,0.0,0.0
2003-06-09 10:30:00,67.225,67.225,67.225,67.225,0.0,0.0
2003-06-10 10:30:00,68.8,68.8,68.25,68.25,0.0,0.0
2003-06-11 10:30:00,68.2,68.2,66.25,66.25,0.0,0.0
2003-06-12 10:30:00,66.05,66.05,66.05,66.05,0.0,0.0
2003-06-13 10:30:00,67.925,67.925,67.925,67.925,0.0,0.0
2003-06-16 10:30:00,66.725,66.725,66.725,66.725,0.0,0.0
2003-06-17 10:30:00,66.325,66.325,66.325,66.325,0.0,0.0
2003-06-18 10:30:00,67.375,67.375,67.375,67.375,0.0,0.0
2003-06-19 10:30:00,66.525,66.525,66.525,66.525,0.0,0.0
2003-06-20 10:30:00,66.3,66.3,66.3,66.3,0.0,0.0
2003-06-23 10:30:00,64.825,64.825,64.825,64.825,0.0,0.0
2003-06-24 10:30:00,65.075,65.075,65.075,65.075,0.0,0.0
2003-06-25 10:30:00,64.475,64.725,64.1,64.725,0.0,0.0
